Device,Title,ReviewText,SubmissionText,UserNickname
Galaxy-s7,My Fantastic Phone,This phone is so easy to use.. Very fast at transferring my information from one phone to another.. It is a joy to use. I would recommend any one to get this phone.,2017-01-11T03:10:2,Aliwil
Galaxy-s7,Switching from a land line to a Galaxy S7,The S7 is great.  The upgrades to the camera are awesome. The low light camera is great.  The crispness of the images is excellent. The accessories we have for the Galaxy S5 work even better on the S7.,2017-01-11T00:02:2,MarmotMike
Galaxy-s7,Upgrade to New Samsung galaxy s7,"Old phone wearing out, needed a new one and am comfortable and satisfied with Samsung/ Verizon performance.",2017-01-10T23:12:3,GBEAU
Galaxy-s7,Great phone,Purchased this phone because our old Samsung phones (S3) batteries and this new phone has a lot more things that came with it. Great phone and are enjoying it.,2017-01-10T16:02:4,ninja1902
Galaxy-s7,Great phone,"Runs great, not too big, service is always better than competing phone plans, I won't ever leave verizon!",2017-01-10T15:51:1,LindsE92
Galaxy-s7,Easy to set up and use,I bought during the holidays. I absolutely love it. It was really easy to set up and really easy to use. It has great features on it.  I just wish I had gotten my free goggles that was suppose to come with it,2017-01-10T15:01:3,Harkins0725
Galaxy-s7,friendly phone,I bought during Thanks giving day. My new phone makes me happy.The new phone gave me new life. It looks like my friend.,2017-01-10T02:45:5,gracekim
Galaxy-s7,Amazing new features!,This is by far the best phone I've ever used. Sorry apple. I think Samsung may have you beat here. Minimum of 100 characters?,2017-01-10T00:18:4,Mweed
Galaxy-s7,Upgrade from my S5,"This phone is a little smaller than my s5, but it is a lot faster. The battery lasts about three hours longer. I'm very satisfied. It as worth the upgrade.",2017-01-09T23:40:2,Deforest
Galaxy-s7,Very easy to transfer apps to new phone,"The staff in Marshall MO is always willing to help with any questions I have, no matter how simple or complicated!  If they don't have an answer they will find a way to get it for you.",2017-01-09T23:28:2,Grammy Marge
Galaxy-s7,Great phone!,"Only had the phone a couple of weeks. Seems to be more that I learn daily with this phone. I was already using a galaxy s4, but wow what an awesome phone.",2017-01-09T22:10:5,Newele
Galaxy-s7,Samsung Galaxy  S7,I bought the 1st one about 3 weeks ago had to send in back due to flashlight not working. Took to local store they fixed worked one day. That is when I mailed it make in. They sent new phone so far so good. Have to wait and see.,2017-01-09T14:26:1,Kattie56
Galaxy-s7,Great user friendly phone,I've always had the Samsung phone because of its features so was happy to upgrade to the S7. Happy with the larger screen and that it is water proof,2017-01-09T13:52:2,1bdc
Galaxy-s7,Good so far,So far so good great features easy to use long battery life great screen graphics it just fits well in your hand.,2017-01-09T10:33:4,Princeofdogs
Galaxy-s7,Easy transition. Love the camera upgrade,Bought it for Christmas and it was easy to transfer all of my information including apps. To my new cell.,2017-01-08T20:46:1,Andrem07
Galaxy-s7,Easy transition from my note 4,"I bought this phone a few weeks ago as an upgrade for my Samsung note 4. I have had no issues, great phone!",2017-01-08T20:41:2,Paige05
Galaxy-s7,Great Phone! Easy to use.,I bought this phone in January and love IT! The camera is wonderful and the phone is very easy to use.,2017-01-08T20:36:3,ZnamSinger
Galaxy-s7,Great Phone!!!,"I upgraded from the Galaxy S3 which I loved, and am thrilled with the S7. I have absolutely no complaints. It is easy to use and the ringtones are loud enough to hear thru my bag or pocket. I love all the improvements since the S3 came out which was a great phone.",2017-01-08T18:19:5,BXNYLULU
Galaxy-s7,A Great Phone,"With the Samsung Galzxy S7, Samsung finally gets some things right. Samsung went back to the SD storage card use and also made the phone quite water resistant. They also reworked the battery life to give longer battery life and the wireless charging feature is also available",2017-01-08T18:01:2,Kurt B
Galaxy-s7,Easy transition from my old phone S3 to S7.,"Phone has many easy to use features that I like for example; bluetooth connection to my cars system, messaging and phone calls made simple...screen is larger and easier to read.  Adding/removing apps has been made easier.  Camera is better.",2017-01-08T12:07:3,Art46
Galaxy-s7,.First smartphone,"This is my very first smartphone and the transition from a flip phone, although daunting, has been smooth with the help of tech support.  At first I began to believe that I was dumber then a smartphone but have adapted pretty well and really wish I would have done it sooner.",2017-01-08T01:19:2,loucipher3
Galaxy-s7,Love my phone,I brought this Samsung Galaxy S7 phone two weeks ago and I love it. It is easy to maneuver and operate. I love the apps and my phone.,2017-01-07T22:34:0,Msladylawson
Galaxy-s7,I love my phone.,"This is my 1st smart phone and I love it.  When I haven't been able to find out how to do things, I either found it in settings, or went online on my laptop and googled my question, and was able to find my answer.",2017-01-07T21:23:5,Do not know what this is
Galaxy-s7,Amazing phone,I had a Samsung s5 didn't think I would ever like another phone as I did that one. However the s7 is just as amazing if not better. I love the camera and how I can set themes to match my style. Super easy to use. And fast charging!,2017-01-07T20:53:2,Chels7788
Galaxy-s7,Awesome upgrade,I went from the Galaxy S4 to the S7 and the transition was so easy. I love the updated features and ease of navigation.,2017-01-07T20:00:4,Dbranson
Galaxy-s7,Another great Samsung phone,"I've only had the phone for 2 weeks, but so far I love it. I had a Samsung Galaxy S4 mini for almost 3 years, so it was definitely time for an upgrade! It was an easy transition from one phone to another, and I really like the functionality of the OS. The camera is terrific! I use my phone to document all the family memories, so a good camera is a must for me.",2017-01-07T16:44:5,Galaxy S7 user
Galaxy-s7,"Excellent design, easy to maneuver. Very satisfied customer. Great color selection. Will recommend the phone to all friends and family members.","Excellent design, easy to maneuver. Very satisfied customers. Will recommend phone to all my friends and family members",2017-01-07T16:21:1,Cheflatino
Galaxy-s7,Awesome camera and some really cool features.,So much better then my lgG3. I love the Samsung pay feature and the lightning fast camera. Can't wait to try it out with the gear VR!,2017-01-07T13:20:1,Gastonia j3
Galaxy-s7,Super easy transition,I always hate changing phones but this was a seamless process.  I was able to complete the process for both my husband and myself with very little effort.,2017-01-06T21:43:1,Judy P
Galaxy-s7,Great Phone,Thought just would never change from the iPhone to a galaxy but it's the best decision I have made when picking out phones.,2017-01-06T20:53:2,Christi669
Galaxy-s7,"Love it, work and play","I've been using it since just after it came out. Got 2 for my daughters just recently. I like the GearVR although I don't use it much, like that it plays games well. Big enough screen for that and movies without getting to be ridiculous.\r\nOnly gripe is that I wish they'd add a speaker to the top though for stereo.",2017-01-06T20:50:2,KenKofDF
Galaxy-s7,Awesome phone,I transfered over this phone from another carrier. Loving the compact stylish look. Always reliable and easy to use.,2017-01-06T20:41:2,Glennrosa196054
Galaxy-s7,Easy transition,"I had to buy a new phone as my puppy ate my S5; funny now, not so funny then.  I have  been very pleased with my new phone.  Operationally, it is almost identical to my S5 which I liked very much.  The transition went well with the exception of the transfer of my calendar; some of the appointments were lost.  Other than that, I am very satisfied.  The battery life could be a little better, but I can easily get through the day on a full charge.  I was disappointed that the new phone did not come with a car charger.  I was informed that my S5 charger would work in so far as powering the phone, but would not be able to charge it.  I felt that the car charger should have come with the new phone.",2017-01-06T20:35:0,Jackman71
Galaxy-s7,Awesome,"I am so glad that i upgraded to the s7 i did not know of all the essentials it had. Very useful, entertaining and effective for work and personal",2017-01-06T01:21:3,AmsPhilip
Galaxy-s7,Great phone easy to transfer to,Great phone but need to find a way to include a stylist or another format of taking notes.  More options,2017-01-05T20:20:5,Scuba steve
Galaxy-s7,"Easy access, great quality","Bought this phone just the other day and was glad to do so. Great choice, the quality is great and is easy to understand.",2017-01-05T20:18:2,VerizonUser001
Galaxy-s7,Good phone... battery life... needs improvement,Awesome phone. I just don't like that the battery dies rather quick... charges up fast. Awesome room,2017-01-05T14:13:2,Zanoline
Galaxy-s7,Love it,I just purchased this phone over the holidays and I'm glad that I did. It's pretty easy to use. I love the camera,2017-01-05T14:05:1,Lilaka
Galaxy-s7,great camera and easy to use,Great phone I wish I had bought it sooner.It has a great camera and the sound is louder which I like. Very easy to use.,2017-01-05T13:54:4,Wellsd48
